Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","036","Australie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","040","Autriche","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.05","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.75","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.96","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-1.26","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.97","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.05","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.43","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.04","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","204","Bénin","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.03","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","060","Bermudes","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","064","Bhoutan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.12","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","068","Bolivie (État plurinational de)","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.28","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","070","Bosnie-Herzégovine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.35","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","072","Botswana","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.02","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","076","Brésil","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.47","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","096","Brunéi Darussalam","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.16","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","100","Bulgarie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.33","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","854","Burkina Faso","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.93","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","108","Burundi","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-2.01","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","132","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.77","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","116","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.09","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","120","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-1.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","124","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","152","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.42","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","344","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.83","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","446","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.43","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","158","Chine, Taiwan Province de","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.86","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","196","Chypre","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.54","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","170","Colombie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.77","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","174","Comores","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.04","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","178","Congo","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.53","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","188","Costa Rica","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.61","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","384","Côte d'Ivoire","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-1.09","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","191","Croatie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.69","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","192","Cuba","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.65","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","208","Danemark","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.87","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","262","Djibouti","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.74","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","212","Dominique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","818","Égypte","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-1.42","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","222","El Salvador","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.26","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","784","Émirats arabes unis","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.62","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","218","Équateur","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.07","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","232","Érythrée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.73","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","724","Espagne","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.28","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","233","Estonie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.65","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.27","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.29","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-1.68","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.64","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","242","Fidji","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.62","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","246","Finlande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.08","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","250","France","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.28","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","266","Gabon","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","270","Gambie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.08","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","268","Géorgie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.37","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","288","Ghana","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.09","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","300","Grèce","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.07","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","308","Grenade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.01","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","304","Groenland","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.92","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","320","Guatemala","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.65","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","324","Guinée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","226","Guinée équatoriale","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.17","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","624","Guinée-Bissau","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","328","Guyana","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.04","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","332","Haïti","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.67","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","340","Honduras","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.56","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","348","Hongrie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.81","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","584","Îles Marshall","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.87","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","090","Îles Salomon","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","356","Inde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.76","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","360","Indonésie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","364","Iran (République islamique d')","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.93","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","368","Iraq","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-2.31","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","372","Irlande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","352","Islande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.35","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","376","Israël","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.89","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","380","Italie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.31","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","388","Jamaïque","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.31","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","392","Japon","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.11","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","400","Jordanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.45","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","398","Kazakhstan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.03","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","404","Kenya","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-1.13","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","417","Kirghizistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.38","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","296","Kiribati","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.88","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","414","Koweït","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.05","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","426","Lesotho","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.19","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","428","Lettonie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.46","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","422","Liban","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-1.63","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","430","Libéria","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.33","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","434","Libye","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-2.36","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","440","Lituanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.78","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","442","Luxembourg","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.33","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","807","Macédoine du Nord","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.25","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","450","Madagascar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","458","Malaisie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.12","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","454","Malawi","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.25","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","462","Maldives","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.23","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","466","Mali","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-1.91","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","470","Malte","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.25","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","504","Maroc","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.37","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","480","Maurice","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.97","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","478","Mauritanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.63","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","484","Mexique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","583","Micronésie (États fédérés de)","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.18","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","496","Mongolie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.79","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","499","Monténégro","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.06","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","508","Mozambique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.93","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","104","Myanmar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-1.08","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","516","Namibie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.63","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","520","Nauru","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.52","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","524","Népal","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.61","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","558","Nicaragua","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.05","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","562","Niger","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-1.27","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","566","Nigéria","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","578","Norvège","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.17","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","554","Nouvelle-Zélande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","512","Oman","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.75","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","800","Ouganda","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.57","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","860","Ouzbékistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.24","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","586","Pakistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-2.41","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","585","Palaos","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.87","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","275","Palestine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-1.66","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","591","Panama","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.39","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","598","Papouasie-Nouvelle-Guinée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","600","Paraguay","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","528","Pays-Bas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.92","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","604","Pérou","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.26","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","608","Philippines","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-1.19","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","616","Pologne","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.52","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","630","Porto Rico","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.48","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","620","Portugal","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.12","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","634","Qatar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.66","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","760","République arabe syrienne","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-2.62","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","140","République centrafricaine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-2.01","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","410","République de Corée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.39","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","498","République de Moldova","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.32","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","180","République démocratique du Congo","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-2.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","418","République démocratique populaire lao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","214","République dominicaine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.16","X","Ciffre de sources internationales",""
